5: 1unique | 1count | 5sum
14460: 4unique | 5count | 253sum
14461: 1unique | 1count | 14461sum
14465: 4unique | 4count | 290sum
14466: 3unique | 3count | 2416sum
14467: 3unique | 3count | 77sum
14471: 2unique | 2count | 528sum
14472: 3unique | 7count | 82sum
14473: 2unique | 2count | 394sum
14477: 2unique | 2count | 498sum
14478: 4unique | 4count | 151sum
14479: 1unique | 1count | 14479sum
14483: 2unique | 2count | 2076sum
14484: 4unique | 5count | 95sum
14485: 2unique | 2count | 2902sum
14489: 1unique | 1count | 14489sum
14490: 5unique | 6count | 43sum
14491: 2unique | 2count | 380sum
14495: 4unique | 4count | 254sum
14496: 3unique | 7count | 164sum
14497: 3unique | 3count | 135sum
14501: 2unique | 2count | 870sum
14502: 3unique | 3count | 2422sum
14503: 1unique | 1count | 14503sum
14507: 2unique | 2count | 252sum
14508: 5unique | 7count | 67sum
14509: 3unique | 3count | 1341sum
14513: 2unique | 2count | 654sum
14514: 4unique | 4count | 105sum
14515: 2unique | 2count | 2908sum
14519: 1unique | 1count | 14519sum
14520: 5unique | 9count | 58sum
14521: 3unique | 3count | 1143sum
14525: 3unique | 4count | 100sum
14526: 3unique | 5count | 280sum
14527: 2unique | 2count | 272sum
14531: 3unique | 3count | 1343sum
14532: 4unique | 5count | 187sum
14533: 1unique | 1count | 14533sum
14537: 1unique | 1count | 14537sum
14538: 3unique | 3count | 2428sum
14539: 3unique | 3count | 105sum
14543: 1unique | 1count | 14543sum
14544: 3unique | 7count | 115sum
14545: 2unique | 2count | 2914sum
14549: 1unique | 1count | 14549sum
14550: 4unique | 5count | 112sum
14551: 1unique | 1count | 14551sum
14555: 3unique | 3count | 117sum
14556: 3unique | 4count | 1220sum
14557: 1unique | 1count | 14557sum
14561: 1unique | 1count | 14561sum
14562: 3unique | 4count | 817sum
14563: 1unique | 1count | 14563sum
14567: 2unique | 2count | 2088sum
14568: 3unique | 5count | 616sum
14569: 2unique | 2count | 874sum
14573: 4unique | 4count | 104sum
14574: 4unique | 4count | 359sum
14575: 4unique | 5count | 85sum
14579: 2unique | 2count | 300sum
14580: 3unique | 9count | 27sum
14581: 2unique | 2count | 2090sum
14585: 2unique | 2count | 2922sum
14586: 7unique | 7count | 70sum
14587: 2unique | 2count | 532sum
14591: 1unique | 1count | 14591sum
14592: 3unique | 10count | 38sum
14593: 1unique | 1count | 14593sum
14597: 3unique | 3count | 1349sum
14598: 3unique | 4count | 819sum
14599: 3unique | 3count | 1149sum
14603: 2unique | 2count | 876sum
14604: 3unique | 4count | 1224sum
14605: 3unique | 3count | 155sum
14609: 2unique | 2count | 2094sum
14610: 4unique | 4count | 497sum
14611: 2unique | 2count | 788sum
14615: 3unique | 3count | 121sum
14616: 4unique | 7count | 48sum
14617: 2unique | 2count | 358sum
14621: 1unique | 1count | 14621sum
14622: 3unique | 3count | 2442sum
14623: 2unique | 2count | 2096sum
14627: 1unique | 1count | 14627sum
14628: 4unique | 5count | 83sum
14629: 1unique | 1count | 14629sum
14633: 1unique | 1count | 14633sum
14634: 3unique | 5count | 282sum
14635: 2unique | 2count | 2932sum
14639: 1unique | 1count | 14639sum
14640: 4unique | 7count | 77sum
14641: 2unique | 8count | 88sum
14645: 3unique | 3count | 135sum
14646: 3unique | 3count | 2446sum
14647: 2unique | 2count | 248sum
14651: 4unique | 5count | 63sum
14652: 5unique | 7count | 69sum
14653: 1unique | 1count | 14653sum
14657: 1unique | 1count | 14657sum
14658: 4unique | 4count | 361sum
14659: 2unique | 2count | 244sum
14663: 4unique | 4count | 96sum
14664: 5unique | 7count | 82sum
14665: 3unique | 3count | 431sum
14669: 1unique | 1count | 14669sum
14670: 4unique | 5count | 176sum
14671: 2unique | 2count | 880sum
14675: 2unique | 3count | 597sum
14676: 3unique | 4count | 1230sum
14677: 3unique | 3count | 1155sum
14681: 2unique | 2count | 330sum
14682: 3unique | 3count | 2452sum
14683: 1unique | 1count | 14683sum
14687: 2unique | 2count | 792sum
14688: 3unique | 9count | 36sum
14689: 2unique | 2count | 434sum
14693: 2unique | 2count | 2106sum
14694: 4unique | 4count | 115sum
14695: 2unique | 2count | 2944sum
14699: 1unique | 1count | 14699sum
14700: 4unique | 7count | 31sum
14701: 2unique | 2count | 302sum
14705: 3unique | 3count | 195sum
14706: 4unique | 5count | 70sum
14707: 4unique | 4count | 220sum
14711: 2unique | 2count | 360sum
14712: 3unique | 5count | 622sum
14713: 1unique | 1count | 14713sum
14717: 1unique | 1count | 14717sum
14718: 5unique | 5count | 250sum
14719: 2unique | 2count | 400sum
14723: 1unique | 1count | 14723sum
14724: 3unique | 5count | 419sum
14725: 3unique | 4count | 60sum
14729: 5unique | 5count | 151sum
14730: 4unique | 4count | 501sum
14731: 1unique | 1count | 14731sum
14735: 3unique | 3count | 433sum
14736: 3unique | 6count | 318sum
14737: 1unique | 1count | 14737sum
14741: 1unique | 1count | 14741sum
14742: 5unique | 8count | 47sum
14743: 2unique | 2count | 664sum
14747: 1unique | 1count | 14747sum
14748: 3unique | 4count | 1236sum
14749: 2unique | 4count | 64sum
14753: 1unique | 1count | 14753sum
14754: 3unique | 3count | 2464sum
14755: 4unique | 4count | 258sum
14759: 1unique | 1count | 14759sum
14760: 4unique | 7count | 58sum
14761: 2unique | 2count | 538sum
14765: 2unique | 2count | 2958sum
14766: 4unique | 4count | 135sum
14767: 1unique | 1count | 14767sum
14771: 1unique | 1count | 14771sum
14772: 3unique | 4count | 1238sum
14773: 4unique | 4count | 118sum
14777: 2unique | 2count | 2118sum
14778: 3unique | 4count | 829sum
14779: 1unique | 1count | 14779sum
14783: 1unique | 1count | 14783sum
14784: 5unique | 10count | 44sum
14785: 2unique | 2count | 2962sum
14789: 2unique | 2count | 666sum
14790: 5unique | 5count | 56sum
14791: 2unique | 2count | 2120sum
14795: 4unique | 4count | 296sum
14796: 3unique | 6count | 150sum
14797: 1unique | 1count | 14797sum
14801: 2unique | 3count | 79sum
14802: 3unique | 3count | 2472sum
14803: 2unique | 2count | 244sum
14807: 4unique | 4count | 110sum
14808: 3unique | 5count | 626sum
14809: 2unique | 2count | 310sum
14813: 1unique | 1count | 14813sum
14814: 3unique | 4count | 831sum
14815: 2unique | 2count | 2968sum
14819: 3unique | 3count | 109sum
14820: 6unique | 7count | 57sum
14821: 1unique | 1count | 14821sum
14825: 2unique | 3count | 603sum
14826: 4unique | 4count | 365sum
14827: 1unique | 1count | 14827sum
14831: 1unique | 1count | 14831sum
14832: 3unique | 7count | 117sum
14833: 4unique | 4count | 196sum
14837: 2unique | 2count | 438sum
14838: 3unique | 3count | 2478sum
14839: 4unique | 4count | 112sum
14843: 1unique | 1count | 14843sum
14844: 3unique | 4count | 1244sum
14845: 2unique | 2count | 2974sum
14849: 2unique | 2count | 510sum
14850: 5unique | 8count | 43sum
14851: 1unique | 1count | 14851sum
14855: 2unique | 2count | 2976sum
14856: 3unique | 5count | 628sum
14857: 2unique | 2count | 262sum
14861: 4unique | 4count | 222sum
14862: 3unique | 3count | 2482sum
14863: 2unique | 2count | 256sum
14867: 1unique | 1count | 14867sum
14868: 4unique | 6count | 76sum
14869: 1unique | 1count | 14869sum
14873: 2unique | 2count | 246sum
14874: 4unique | 4count | 109sum
14875: 3unique | 5count | 39sum
14879: 1unique | 1count | 14879sum
14880: 4unique | 8count | 49sum
14881: 2unique | 2count | 670sum
14885: 4unique | 4count | 260sum
14886: 3unique | 4count | 835sum
14887: 1unique | 1count | 14887sum
14891: 1unique | 1count | 14891sum
14892: 4unique | 5count | 97sum
14893: 2unique | 2count | 334sum
14897: 1unique | 1count | 14897sum
14898: 5unique | 5count | 222sum
14899: 2unique | 2count | 364sum
14903: 2unique | 2count | 2136sum
14904: 3unique | 8count | 41sum
14905: 4unique | 4count | 298sum
14909: 2unique | 2count | 894sum
14910: 5unique | 5count | 88sum
14911: 4unique | 4count | 94sum
14915: 3unique | 3count | 181sum
14916: 5unique | 6count | 142sum
14917: 2unique | 2count | 2138sum
14921: 2unique | 2count | 390sum
14922: 3unique | 4count | 837sum
14923: 1unique | 1count | 14923sum
14927: 4unique | 4count | 104sum
14928: 3unique | 6count | 322sum
14929: 1unique | 1count | 14929sum
14933: 2unique | 2count | 246sum
14934: 4unique | 4count | 155sum
14935: 3unique | 3count | 137sum
14939: 1unique | 1count | 14939sum
14940: 4unique | 6count | 98sum
14941: 2unique | 2count | 290sum
14945: 3unique | 4count | 80sum
14946: 4unique | 4count | 105sum
14947: 1unique | 1count | 14947sum
14951: 1unique | 1count | 14951sum
14952: 4unique | 6count | 105sum
14953: 2unique | 2count | 806sum
14957: 1unique | 1count | 14957sum
14958: 3unique | 5count | 288sum
14959: 2unique | 2count | 2144sum
14963: 3unique | 3count | 1177sum
14964: 4unique | 5count | 79sum
14965: 3unique | 3count | 119sum
14969: 1unique | 1count | 14969sum
14970: 4unique | 4count | 509sum
14971: 3unique | 3count | 1383sum
14975: 2unique | 3count | 609sum
14976: 4unique | 11count | 46sum
14977: 2unique | 2count | 898sum
14981: 2unique | 2count | 282sum
14982: 5unique | 5count | 254sum
14983: 1unique | 1count | 14983sum
14987: 2unique | 2count | 2148sum
14988: 3unique | 4count | 1256sum
14989: 3unique | 3count | 1179sum
14993: 4unique | 4count | 98sum
14994: 4unique | 6count | 39sum
14995: 2unique | 2count | 3004sum
14999: 2unique | 2count | 336sum
15000: 3unique | 8count | 29sum
15001: 2unique | 2count | 2150sum
15005: 2unique | 2count | 3006sum
15006: 4unique | 4count | 107sum
15007: 2unique | 2count | 392sum
15011: 2unique | 2count | 900sum
15012: 3unique | 6count | 152sum
15013: 1unique | 1count | 15013sum
15017: 1unique | 1count | 15017sum
15018: 3unique | 3count | 2508sum
15019: 2unique | 2count | 676sum
15023: 2unique | 2count | 264sum
15024: 3unique | 6count | 324sum
15025: 2unique | 3count | 611sum
15029: 3unique | 3count | 139sum
15030: 4unique | 5count | 180sum
15031: 1unique | 1count | 15031sum
15035: 3unique | 3count | 133sum
15036: 4unique | 5count | 193sum
15037: 3unique | 3count | 1389sum
15041: 3unique | 5count | 141sum
15042: 4unique | 4count | 137sum
15043: 2unique | 3count | 321sum
15047: 2unique | 2count | 408sum
15048: 5unique | 8count | 53sum
15049: 2unique | 2count | 250sum
15053: 1unique | 1count | 15053sum
15054: 5unique | 5count | 224sum
15055: 2unique | 2count | 3016sum
15059: 3unique | 4count | 96sum
15060: 4unique | 5count | 263sum
15061: 1unique | 1count | 15061sum
15065: 3unique | 3count | 159sum
15066: 3unique | 7count | 48sum
15067: 4unique | 4count | 106sum
15071: 2unique | 2count | 2160sum
15072: 3unique | 7count | 170sum
15073: 1unique | 1count | 15073sum
15077: 1unique | 1count | 15077sum
15078: 4unique | 4count | 371sum
15079: 2unique | 2count | 904sum
15083: 1unique | 1count | 15083sum
15084: 3unique | 5count | 429sum
15085: 3unique | 3count | 443sum
15089: 2unique | 2count | 270sum
15090: 4unique | 4count | 513sum
15091: 1unique | 1count | 15091sum
15095: 2unique | 2count | 3024sum
15096: 4unique | 6count | 63sum
15097: 2unique | 2count | 518sum
15101: 1unique | 1count | 15101sum
15102: 3unique | 4count | 847sum
15103: 3unique | 3count | 1395sum
15107: 1unique | 1count | 15107sum
15108: 3unique | 4count | 1266sum
15109: 2unique | 2count | 550sum
15113: 3unique | 3count | 151sum
15114: 5unique | 5count | 256sum
15115: 2unique | 2count | 3028sum
15119: 3unique | 3count | 1189sum
15120: 4unique | 9count | 29sum
15121: 1unique | 1count | 15121sum
15125: 3unique | 7count | 59sum
15126: 3unique | 3count | 2526sum
15127: 2unique | 2count | 2168sum
15131: 1unique | 1count | 15131sum
15132: 5unique | 6count | 130sum
15133: 2unique | 2count | 446sum
15137: 1unique | 1count | 15137sum
15138: 3unique | 5count | 66sum
15139: 1unique | 1count | 15139sum
15143: 2unique | 2count | 816sum
15144: 3unique | 5count | 640sum
15145: 4unique | 4count | 264sum
15149: 1unique | 1count | 15149sum
15150: 4unique | 5count | 116sum
15151: 2unique | 2count | 248sum
15155: 3unique | 3count | 445sum
15156: 3unique | 5count | 431sum
15157: 2unique | 2count | 682sum
15161: 1unique | 1count | 15161sum
15162: 4unique | 5count | 50sum
15163: 2unique | 2count | 316sum
15167: 2unique | 2count | 552sum
15168: 3unique | 8count | 94sum
15169: 4unique | 4count | 226sum
15173: 1unique | 1count | 15173sum
15174: 3unique | 5count | 292sum
15175: 2unique | 3count | 617sum
15179: 2unique | 2count | 396sum
15180: 6unique | 7count | 57sum
15181: 3unique | 3count | 83sum
15185: 2unique | 2count | 3042sum
15186: 3unique | 3count | 2536sum
15187: 1unique | 1count | 15187sum
15191: 3unique | 3count | 1403sum
15192: 3unique | 6count | 223sum
15193: 1unique | 1count | 15193sum
15197: 4unique | 4count | 200sum
15198: 4unique | 4count | 171sum
15199: 1unique | 1count | 15199sum
15203: 2unique | 2count | 684sum
15204: 4unique | 5count | 195sum
15205: 2unique | 2count | 3046sum
15209: 2unique | 2count | 294sum
15210: 5unique | 8count | 65sum
15211: 3unique | 3count | 101sum
15215: 3unique | 3count | 201sum
15216: 3unique | 6count | 328sum
15217: 1unique | 1count | 15217sum
15221: 2unique | 2count | 522sum
15222: 4unique | 4count | 107sum
15223: 3unique | 3count | 1197sum
15227: 1unique | 1count | 15227sum
15228: 3unique | 7count | 63sum
15229: 2unique | 2count | 254sum
15233: 1unique | 1count | 15233sum
15234: 3unique | 3count | 2544sum
15235: 4unique | 4count | 304sum
15239: 2unique | 3count | 325sum
15240: 4unique | 6count | 141sum
15241: 1unique | 1count | 15241sum
15245: 2unique | 2count | 3054sum
15246: 5unique | 8count | 59sum
15247: 2unique | 2count | 272sum
15251: 2unique | 2count | 252sum
15252: 4unique | 5count | 79sum
15253: 2unique | 2count | 2186sum
15257: 4unique | 4count | 114sum
15258: 3unique | 3count | 2548sum
15259: 1unique | 1count | 15259sum
15263: 1unique | 1count | 15263sum
15264: 3unique | 8count | 69sum
15265: 3unique | 3count | 119sum
15269: 1unique | 1count | 15269sum
15270: 4unique | 4count | 519sum
15271: 1unique | 1count | 15271sum
15275: 4unique | 5count | 83sum
15276: 4unique | 5count | 93sum
15277: 1unique | 1count | 15277sum
15281: 3unique | 3count | 103sum
15282: 3unique | 5count | 294sum
15283: 3unique | 3count | 77sum
15287: 1unique | 1count | 15287sum
15288: 5unique | 8count | 49sum
15289: 1unique | 1count | 15289sum
15293: 2unique | 2count | 414sum
15294: 3unique | 3count | 2554sum
15295: 4unique | 4count | 54sum
15299: 1unique | 1count | 15299sum
15300: 4unique | 7count | 37sum
15301: 5unique | 5count | 155sum
15305: 2unique | 2count | 3066sum
15306: 3unique | 3count | 2556sum
15307: 1unique | 1count | 15307sum
15311: 2unique | 2count | 312sum
15312: 5unique | 8count | 62sum
15313: 1unique | 1count | 15313sum
15317: 2unique | 3count | 87sum
15318: 4unique | 5count | 68sum
15319: 1unique | 1count | 15319sum
15323: 4unique | 4count | 228sum
15324: 3unique | 4count | 1284sum
15325: 2unique | 3count | 623sum
15329: 1unique | 1count | 15329sum
15330: 5unique | 5count | 90sum
15331: 1unique | 1count | 15331sum
15335: 2unique | 2count | 3072sum
15336: 3unique | 7count | 86sum
15337: 2unique | 3count | 327sum
15341: 2unique | 3count | 75sum
15342: 3unique | 3count | 2562sum
15343: 2unique | 2count | 296sum
15347: 2unique | 2count | 252sum
15348: 3unique | 4count | 1286sum
15349: 1unique | 1count | 15349sum
15353: 3unique | 3count | 1207sum
15354: 3unique | 4count | 861sum
15355: 3unique | 3count | 125sum
15359: 1unique | 1count | 15359sum
15360: 3unique | 12count | 28sum
15361: 1unique | 1count | 15361sum
15365: 3unique | 3count | 451sum
15366: 5unique | 5count | 228sum
15367: 3unique | 5count | 171sum
15371: 2unique | 2count | 828sum
15372: 4unique | 6count | 78sum
15373: 1unique | 1count | 15373sum
15377: 1unique | 1count | 15377sum
15378: 5unique | 5count | 260sum
15379: 3unique | 7count | 85sum
15383: 1unique | 1count | 15383sum
15384: 3unique | 5count | 650sum
15385: 3unique | 3count | 203sum
15389: 3unique | 3count | 1421sum
15390: 4unique | 7count | 38sum
15391: 1unique | 1count | 15391sum
15395: 2unique | 2count | 3084sum
15396: 3unique | 4count | 1290sum
15397: 2unique | 2count | 262sum
15401: 1unique | 1count | 15401sum
15402: 4unique | 4count | 173sum
15403: 2unique | 2count | 284sum
15407: 3unique | 3count | 109sum
15408: 3unique | 7count | 121sum
15409: 2unique | 2count | 830sum
15413: 1unique | 1count | 15413sum
15414: 4unique | 4count | 379sum
15415: 2unique | 2count | 3088sum
15419: 2unique | 2count | 924sum
15420: 4unique | 5count | 269sum
15421: 2unique | 2count | 2210sum
15425: 2unique | 3count | 627sum
15426: 3unique | 4count | 865sum
15427: 1unique | 1count | 15427sum
15431: 3unique | 3count | 1213sum
15432: 3unique | 5count | 652sum
15433: 4unique | 4count | 106sum
15437: 2unique | 2count | 402sum
15438: 4unique | 4count | 119sum
15439: 1unique | 1count | 15439sum
15443: 1unique | 1count | 15443sum
15444: 6unique | 9count | 61sum
15445: 2unique | 2count | 3094sum
15449: 2unique | 2count | 2214sum
15450: 4unique | 5count | 118sum
15451: 1unique | 1count | 15451sum
15455: 4unique | 4count | 308sum
15456: 4unique | 8count | 43sum
15457: 4unique | 4count | 96sum
15461: 1unique | 1count | 15461sum
15462: 3unique | 4count | 867sum
15463: 2unique | 3count | 101sum
15467: 1unique | 1count | 15467sum
15468: 3unique | 4count | 1296sum
15469: 2unique | 2count | 530sum
15473: 1unique | 1count | 15473sum
15474: 3unique | 3count | 2584sum
15475: 2unique | 3count | 629sum
15479: 2unique | 2count | 696sum
15480: 4unique | 7count | 60sum
15481: 2unique | 2count | 250sum
15485: 3unique | 3count | 187sum
15486: 4unique | 4count | 123sum
15487: 2unique | 2count | 928sum
15491: 2unique | 2count | 2220sum
15492: 3unique | 4count | 1298sum
15493: 1unique | 1count | 15493sum
15497: 1unique | 1count | 15497sum
15498: 4unique | 6count | 59sum
15499: 3unique | 3count | 1431sum
15503: 2unique | 2count | 456sum
15504: 4unique | 7count | 47sum
15505: 3unique | 3count | 455sum
15509: 3unique | 3count | 1219sum
15510: 6unique | 6count | 79sum
15511: 1unique | 1count | 15511sum
15515: 3unique | 3count | 141sum
15516: 3unique | 5count | 441sum
15517: 2unique | 2count | 322sum
15521: 4unique | 4count | 122sum
15522: 5unique | 5count | 230sum
15523: 2unique | 3count | 81sum
15527: 1unique | 1count | 15527sum
15528: 3unique | 5count | 656sum
15529: 2unique | 2count | 346sum
15533: 2unique | 3count | 331sum
15534: 3unique | 4count | 871sum
15535: 4unique | 4count | 270sum
15539: 2unique | 2count | 420sum
15540: 5unique | 6count | 56sum
15541: 1unique | 1count | 15541sum
15545: 2unique | 2count | 3114sum
